stem,section,shape,side,key,label_value,label_page,stored_value,stored_page,run_value,run_page,run_evidence,run_writer,run_vs_label,run_vs_stored
cellavision_2025,debt_maturity,bucket-rows,mechanism,total_debt,25651,92,25651,92,,,,model,missed,lost
cellavision_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,13680,92,13680,92,,,,model,missed,lost
cellavision_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,8768,92,8768,92,,,,model,missed,lost
cellavision_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,3203,92,3203,92,,,,model,missed,lost
cloetta_2025,debt_maturity,bucket-column,mechanism,total_debt,1605,169,1605,169,,,,model,missed,lost
cloetta_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,197,169,197,169,,,,model,missed,lost
cloetta_2025,debt_maturity,bucket-column,mechanism,due_1_to_5_years,1399,169,1399,169,,,,model,missed,lost
cloetta_2025,debt_maturity,bucket-column,mechanism,due_after_5_years,9,169,9,169,,,,model,missed,lost
coor_service_management_hold_2025,debt_maturity,total-only,mechanism,total_debt,2727,157,2727,157,,,,model,missed,lost
coor_service_management_hold_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,157,,,,,,model,null-ok,absent
coor_service_management_hold_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,157,,,,,,model,null-ok,absent
coor_service_management_hold_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,157,,,,,,model,null-ok,absent
creades_2025,debt_maturity,prose-zero,mechanism,total_debt,0,61,0,61,,,,model,missed,lost
creades_2025,debt_maturity,prose-zero,mechanism,due_within_1_year,null,61,,,,,,model,null-ok,absent
creades_2025,debt_maturity,prose-zero,mechanism,due_1_to_5_years,null,61,,,,,,model,null-ok,absent
creades_2025,debt_maturity,prose-zero,mechanism,due_after_5_years,null,61,,,,,,model,null-ok,absent
ctt_systems_2025,debt_maturity,bucket-rows,mechanism,total_debt,35.5,52,35.5,52,,,,model,missed,lost
ctt_systems_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,35.5,52,35.5,52,,,,model,missed,lost
ctt_systems_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,0,52,0,52,,,,model,missed,lost
ctt_systems_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,0,52,0,52,,,,model,missed,lost
duni_2025,debt_maturity,total-only,mechanism,total_debt,1498,181,1498,181,,,,model,missed,lost
duni_2025,debt_maturity,total-only,mechanism,due_within_1_year,0,181,0,181,,,,model,missed,lost
dustin_2025,debt_maturity,total-only,mechanism,total_debt,2538,115,,,,,,model,missed,absent
dustin_2025,debt_maturity,total-only,mechanism,due_within_1_year,63,100,,,,,,model,missed,absent
dynavox_2025,debt_maturity,total-only,mechanism,total_debt,896.2,133,,,,,,model,missed,absent
egetis_therapeutics_2025,debt_maturity,total-only,mechanism,total_debt,76.5,74,76.5,74,,,,model,missed,lost
egetis_therapeutics_2025,debt_maturity,total-only,mechanism,due_within_1_year,31.5,74,31.5,74,,,,model,missed,lost
elanders_2025,debt_maturity,total-only,mechanism,total_debt,4620,143,,,,,,model,missed,absent
elanders_2025,debt_maturity,total-only,mechanism,due_within_1_year,228,117,,,,,,model,missed,absent
enea_2025,debt_maturity,bucket-rows,mechanism,total_debt,305555,76,305555,76,305555,76,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
enea_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,136403,76,136403,76,136403,76,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
enea_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,169152,76,169152,76,,,,model,missed,lost
enea_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,76,,,,,,model,null-ok,absent
enity_holding_2025,debt_maturity,total-only,mechanism,total_debt,null,54,,,,,,model,null-ok,absent
ependion_2025,debt_maturity,bucket-column,mechanism,total_debt,583531,155,583531,155,583531,155,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_fill_bucket_columns,ok,same
ependion_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,167546,155,167546,155,167546,155,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_fill_bucket_columns,ok,same
ependion_2025,debt_maturity,bucket-column,mechanism,due_1_to_5_years,415984,155,415984,155,415984,155,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_fill_bucket_columns,ok,same
ependion_2025,debt_maturity,bucket-column,mechanism,due_after_5_years,null,155,,,,,,model,null-ok,absent
ericsson_2025,debt_maturity,total-only,mechanism,total_debt,32703,65,32703,65,32703,65,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement,statement-spread fill,ok,same
ericsson_2025,debt_maturity,total-only,mechanism,due_within_1_year,3538,65,3538,65,,,,model,missed,lost
ework_2025,debt_maturity,bucket-column,mechanism,total_debt,156410,70,156410,71,,,,model,missed,lost
ework_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,156409,70,156409,70,,,,model,missed,lost
ework_2025,debt_maturity,bucket-column,mechanism,due_1_to_5_years,0,70,0,70,,,,model,missed,lost
fagerhult_2025,debt_maturity,bucket-rows,mechanism,total_debt,3449.5,140,3449.5,140,,,,model,missed,lost
fagerhult_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,56,140,56,140,,,,model,missed,lost
fagerhult_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,3390,140,3390,140,,,,model,missed,lost
fagerhult_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,3.5,140,3.5,140,,,,model,missed,lost
fasadgruppen_2025,debt_maturity,bucket-rows,mechanism,total_debt,2194.0,136,2194,136,,,,model,missed,lost
fasadgruppen_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,159.5,136,159.5,136,,,,model,missed,lost
fasadgruppen_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2034.5,136,2034.5,136,,,,model,missed,lost
fasadgruppen_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,136,,,,,,model,null-ok,absent
flat_capital_2025,debt_maturity,total-only,mechanism,total_debt,0,33,0,18,,,,model,missed,lost
flat_capital_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,33,,,,,,model,null-ok,absent
flat_capital_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,33,,,,,,model,null-ok,absent
flat_capital_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,33,,,,,,model,null-ok,absent
flerie_2025,debt_maturity,total-only,mechanism,total_debt,2.1,86,2.1,86,,,,model,missed,lost
flerie_2025,debt_maturity,total-only,mechanism,due_within_1_year,0.5,57,,,,,,model,missed,absent
fm_mattsson_2025,debt_maturity,total-only,mechanism,total_debt,89532,141,89532,124,,,,model,missed,lost
fm_mattsson_2025,debt_maturity,total-only,mechanism,due_within_1_year,30610,110,,,,,,model,missed,absent
gentoo_media_2025,debt_maturity,total-only,mechanism,total_debt,111798,88,111798,88,,,,model,missed,lost
gentoo_media_2025,debt_maturity,total-only,mechanism,due_within_1_year,111798,88,111798,88,,,,model,missed,lost
gentoo_media_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,88,,,,,,model,null-ok,absent
gentoo_media_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,88,,,,,,model,null-ok,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,total_debt,2495,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_within_1_year,87,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,2398,102,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_after_5_years,10,102,,,,,,model,missed,absent
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,mechanism,total_debt,677.8,110,677.8,110,,,,model,missed,lost
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,mechanism,due_within_1_year,661.8,110,661.8,110,,,,model,missed,lost
hansa_biopharma_2025,debt_maturity,total-only,mechanism,total_debt,927403,66,927403,66,,,,model,missed,lost
hansa_biopharma_2025,debt_maturity,total-only,mechanism,due_within_1_year,136869,40,,,,,,model,missed,absent
hanza_2025,debt_maturity,bucket-rows,mechanism,total_debt,1444,132,1444,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,60,132,60,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,1382,132,1382,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,2,132,2,132,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,total_debt,2243,160,2243,160,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,62,114,62,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2181,160,2181,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,160,,,,,,model,null-ok,absent
hoist_finance_2025,debt_maturity,total-only,mechanism,total_debt,52680,21,52680,21,,,,model,missed,lost
humana_2025,debt_maturity,total-only,mechanism,total_debt,4401,148,4401,149,,,,model,missed,lost
humana_2025,debt_maturity,total-only,mechanism,due_within_1_year,543,148,543,148,,,,model,missed,lost
humble_2025,debt_maturity,total-only,mechanism,total_debt,1668,90,1668,90,,,,model,missed,lost
instalco_2025,debt_maturity,total-only,mechanism,total_debt,3122,128,3122,128,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,total_debt,43384,123,43384,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,271,123,271,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,43113,123,43113,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,123,,,,,,model,null-ok,absent
inwido_2025,debt_maturity,total-only,mechanism,total_debt,1796.0,166,1796,166,,,,model,missed,lost
itab_2025,debt_maturity,total-only,mechanism,total_debt,3369,125,3369,125,,,,model,missed,lost
kabe_2025,debt_maturity,total-only,mechanism,total_debt,50,93,50,93,,,,model,missed,lost
kabe_2025,debt_maturity,total-only,mechanism,due_within_1_year,30,79,,,,,,model,missed,absent
karnell_2025,debt_maturity,bucket-rows,mechanism,total_debt,397.2,106,397.2,106,,,,model,missed,lost
karnell_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,43.5,106,43.5,106,,,,model,missed,lost
karnell_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,353.7,106,353.7,106,,,,model,missed,lost
karnell_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,0,106,0,106,,,,model,missed,lost
karnov_2025,debt_maturity,total-only,mechanism,total_debt,1965.0,135,1965,135,,,,model,missed,lost
karnov_2025,debt_maturity,total-only,mechanism,due_within_1_year,135.2,135,135.2,135,,,,model,missed,lost
knowit_2025,debt_maturity,total-only,mechanism,total_debt,758938,152,758938,152,,,,model,missed,lost
knowit_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,152,,,,,,model,null-ok,absent
lime_technologies_2025,debt_maturity,subtotal-pair,mechanism,total_debt,211300,91,211300,91,,,,_fill_bucket_columns,missed,lost
lime_technologies_2025,debt_maturity,subtotal-pair,mechanism,due_within_1_year,80786,91,80786,91,,,,model,missed,lost
linc_2025,debt_maturity,total-only,mechanism,total_debt,0,100,0,100,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,total_debt,718.7,101,718.7,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,102.3,101,102.3,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,616.5,101,616.5,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,101,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,mechanism,total_debt,6558,103,6558,103,,,,model,missed,lost
meko_2025,debt_maturity,total-only,mechanism,due_within_1_year,768,103,768,103,,,,model,missed,lost
meko_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,103,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,103,,,,,,model,null-ok,absent
meren_energy_2025,debt_maturity,total-only,mechanism,total_debt,333.8,73,333.8,73,,,,model,missed,lost
meren_energy_2025,debt_maturity,total-only,mechanism,due_within_1_year,68.6,73,68.6,73,,,,model,missed,lost
mildef_2025,debt_maturity,total-only,mechanism,total_debt,772.9,112,772.9,112,,,,model,missed,lost
mildef_2025,debt_maturity,total-only,mechanism,due_within_1_year,137.7,112,,,,,,model,missed,absent
modern_times_2025,debt_maturity,bucket-column,mechanism,total_debt,3741,118,,,,,,model,missed,absent
modern_times_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,418,118,,,,,,model,missed,absent
momentum_2025,debt_maturity,refused-scope,mechanism,total_debt,395,116,,,,,,model,missed,absent
momentum_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,67,94,,,,,,model,missed,absent
morrow_bank_2025,debt_maturity,total-only,mechanism,total_debt,null,43,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,total_debt,1090075,101,1090075,93,,,,model,missed,lost
ncab_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,101,,,,,,model,null-ok,absent
nederman_holding_2025,debt_maturity,total-only,mechanism,total_debt,2475.3,150,2475.3,150,,,,model,missed,lost
nederman_holding_2025,debt_maturity,total-only,mechanism,due_within_1_year,117.3,150,117.3,150,,,,model,missed,lost
nelly_2025,debt_maturity,total-only,mechanism,total_debt,287.1,89,287.1,89,,,,model,missed,lost
nelly_2025,debt_maturity,total-only,mechanism,due_within_1_year,36.2,89,36.2,89,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,total_debt,39415,91,39415,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,8305,91,8305,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,31110,91,31110,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,91,0,91,,,,model,null-ok,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,total_debt,2983,131,2983,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,0,131,0,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2983,131,2983,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,0,131,0,131,,,,model,missed,lost
norion_bank_2025,debt_maturity,total-only,mechanism,total_debt,null,50,,,,,,model,null-ok,absent
note_2025,debt_maturity,subtotal-pair,mechanism,total_debt,824281,107,824281,107,824281,107,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
note_2025,debt_maturity,subtotal-pair,mechanism,due_within_1_year,595420,107,595420,107,595420,107,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
oresund_2025,debt_maturity,total-only,mechanism,total_debt,13425,47,,,,,,model,missed,absent
oresund_2025,debt_maturity,total-only,mechanism,due_within_1_year,4002,47,,,,,,model,missed,absent
orron_energy_2025,debt_maturity,total-only,mechanism,total_debt,106.4,67,106.4,67,,,,model,missed,lost
orron_energy_2025,debt_maturity,total-only,mechanism,due_within_1_year,0,67,0,67,,,,model,missed,lost
ovzon_2025,debt_maturity,total-only,mechanism,total_debt,423,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_within_1_year,40,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,61,,,,,,model,null-ok,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,61,,,,,,model,null-ok,absent
powercell_sweden_2025,debt_maturity,total-only,mechanism,total_debt,19055,50,19055,44,19055,44,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
proact_it_2025,debt_maturity,bucket-rows,mechanism,total_debt,478611,103,478611,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,312458,103,0,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,166153,103,166153,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,103,,,,,,model,null-ok,absent
ratos_2025,debt_maturity,total-only,mechanism,total_debt,4126,131,,,,,,model,missed,absent
raysearch_laboratories_2025,debt_maturity,total-only,mechanism,total_debt,394.9,72,394.9,72,,,,model,missed,lost
raysearch_laboratories_2025,debt_maturity,total-only,mechanism,due_within_1_year,77.5,83,77.5,83,,,,model,missed,lost
rejlers_2025,debt_maturity,bucket-rows,mechanism,total_debt,400.3,105,400.3,105,,,,model,missed,lost
rejlers_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,400.3,105,400.3,105,400.3,105,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
rejlers_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,0,105,0,105,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,total_debt,6624,115,6624,115,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_within_1_year,1039,115,1039,115,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_1_to_5_years,3153,115,3153,115,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_after_5_years,2431,115,2431,115,,,,model,missed,lost
rvrc_holding_2025,debt_maturity,bucket-column,mechanism,total_debt,12,109,12,109,,,,_fill_bucket_columns,missed,lost
rvrc_holding_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,5,95,,,,,,model,missed,absent
salix_2025,debt_maturity,refused-scope,mechanism,total_debt,3246,177,3246,177,,,,model,missed,lost
salix_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,192,177,,,,,,warning (unmapped),missed,absent
scandi_standard_2025,debt_maturity,bucket-column,mechanism,total_debt,2307,134,2307,134,,,,_fill_bucket_columns,missed,lost
scandi_standard_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,70,102,70,134,,,,_fill_bucket_columns,missed,lost
sdiptech_2025,debt_maturity,total-only,mechanism,total_debt,4495,110,4495,110,4495,110,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
sdiptech_2025,debt_maturity,total-only,mechanism,due_within_1_year,446,110,446,110,446,110,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
smartcraft_2025,debt_maturity,lease-refused,mechanism,total_debt,28248,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_within_1_year,13439,58,,,,,,warning (unmapped),missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_1_to_5_years,14809,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_after_5_years,null,58,,,,,,warning (unmapped),null-ok,absent
stillfront_2025,debt_maturity,bucket-rows,mechanism,total_debt,5887,109,5887,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,710,109,,,,,,model,missed,absent
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,5152,109,5152,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,4,109,4,109,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,total_debt,550,114,550,114,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,due_within_1_year,550,114,550,114,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,114,,,,,,model,null-ok,absent
storytel_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,114,,,,,,model,null-ok,absent
svedbergs_2025,debt_maturity,bucket-rows,mechanism,total_debt,496405,132,496405,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,51440,132,51440,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,435842,132,435842,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,9124,132,9124,132,,,,model,missed,lost
svolder_2025,debt_maturity,total-only,mechanism,total_debt,0,18,,,,,,model,missed,absent
svolder_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,18,,,,,,model,null-ok,absent
